Crop,Temperature,Humidity,Rainfall,SoilMoisture,Pest,RiskPercentage
Rice,27.770156470641467,80.70931221595058,59.15244567687683,34.174904255340195,Stem Borer,37.17
Soybean,21.123437630029755,55.308017677373364,209.36812990469363,21.99099761032951,Aphids,27.8
Soybean,27.57367176875209,88.43735656812564,15.48662964474698,38.84039598191279,Aphids,24.77
Rice,20.546915762384277,52.63719760811087,208.54102705211034,15.898624181403079,Stem Borer,21.81
Rice,26.568498307143685,92.19967359710124,65.60209412232548,31.08563087629582,Stem Borer,21.6
Grapes,26.73617771202314,78.88065403185668,142.7267634380362,26.621334608718257,Downy Mildew,32.62
Cotton,21.599354284048967,68.33991603231343,24.873667218241163,48.329797235602584,Pink Bollworm,58.65
Potato,34.551116850000604,93.25355496876969,150.19803733490477,45.043284862194,Late Blight,31.41
Cotton,29.461556302589308,72.78247747199387,120.50433494423312,47.8888280187579,Pink Bollworm,31.28
Potato,24.7705941754178,96.23208955643183,14.05607371274306,34.28171492066702,Late Blight,56.51
Grapes,29.155445117272357,77.32035371060661,62.4360448073388,27.163774453222413,Downy Mildew,54.08
Grapes,28.388271976526873,75.737109687839,24.89492838500723,10.801407822756156,Downy Mildew,58.55
Soybean,25.654792509302624,80.16065310497521,19.928768296821247,44.155714286152325,Aphids,93.31
Grapes,28.634978794961295,56.30576611877053,145.43038186836918,48.31736065523262,Downy Mildew,36.26
Soybean,33.19756621912202,82.43414766786822,224.81222957230062,41.17526556236686,Aphids,25.25
Potato,24.645375666577838,60.08974741262284,227.20662442921557,48.02000336437413,Late Blight,47.06
Grapes,24.514494794474324,59.202238602510675,189.11277199722795,33.707897293953984,Downy Mildew,29.03
Potato,29.249329672479128,52.0166926069226,81.54256353206338,33.42784972955673,Late Blight,25.92
Cotton,34.7698171638626,60.45486822948071,32.588282510816384,20.17674369434482,Pink Bollworm,50.76
Cotton,26.38258488907764,78.27079698762691,5.252289246590186,11.721565428665727,Pink Bollworm,37.83
Grapes,32.249828648024355,94.26194393537827,21.676641898910056,36.91815510505114,Downy Mildew,56.53
Grapes,25.819591315968296,91.47829157141842,33.42391359985905,56.769724483389936,Downy Mildew,88.79
Soybean,34.120015891803526,83.83086167762532,90.85098299985675,56.909058626236124,Aphids,31.02
Soybean,24.982587830925986,85.04042090008701,191.32907488134657,56.47017419245769,Aphids,28.19
Soybean,31.969970528288357,86.92730266984817,15.948639063399467,29.361157060510347,Aphids,31.31
Rice,24.567356365310456,99.14734397773503,160.69435336998197,45.883807889674976,Stem Borer,59.06
Rice,25.65802673686458,90.0920084226403,108.63274082612384,53.47668359074899,Stem Borer,27.23
Potato,34.21529265596419,60.93858542054399,81.55512674523288,47.80961170533902,Late Blight,35.75
Soybean,29.1231706514967,72.22867505347142,185.59248427244546,21.416562618430543,Aphids,22.34
Cotton,24.498940962095993,73.71543324342151,42.005013048169644,27.739864482819435,Pink Bollworm,36.0
Cotton,20.860877655324103,79.16536240921023,221.08585699282187,17.58714564765262,Pink Bollworm,43.91
Cotton,29.971088073662692,70.96673402096442,175.2743968410675,30.5365771745506,Pink Bollworm,40.19
Potato,20.110295668316404,84.58600570673444,165.3356697361811,11.920043866317227,Late Blight,34.73
Potato,34.685477611875015,71.03682812843084,125.48635128296043,55.49650790798593,Late Blight,48.69
Grapes,28.731051966863355,89.89023406705363,216.0915666139933,32.84440358686334,Downy Mildew,39.0
Rice,25.79076403477754,98.33530700092302,174.2915635725876,14.161153310403614,Stem Borer,54.52
Potato,27.208399112544022,53.43769532112437,137.42931379082776,30.858213948785103,Late Blight,55.11
Cotton,23.05991905414081,91.32323047460915,139.42217279636318,12.730515160673452,Pink Bollworm,58.87
Cotton,27.689228661548,64.54384271157912,117.35171049731451,52.89288917587445,Pink Bollworm,32.2
Grapes,22.890145947300503,56.453562346544075,74.46484959755281,49.00240435200217,Downy Mildew,38.87
Cotton,23.4122240554031,58.30924998048746,83.18236912759477,56.99621864428544,Pink Bollworm,33.72
Soybean,34.82186113931953,74.26152278826781,44.79097957253772,54.55700458967547,Aphids,38.41
Potato,30.645070152567868,99.18557916045759,12.5438375799935,14.834727989378358,Late Blight,48.82
Soybean,24.22737504943208,59.21506984750495,9.840469954932374,11.09233559931009,Aphids,50.98
Soybean,22.01650141054325,73.38603079855754,151.47420379487076,31.417590028442312,Aphids,21.08
Soybean,31.75252253881863,50.52566122708267,190.472473594371,54.66522468940614,Aphids,37.31
Rice,28.033137096466973,73.84916963088268,97.3021546558597,54.371226768518014,Stem Borer,92.35
Potato,25.037245469623016,80.7534877007349,231.72689053646602,58.10292494706758,Late Blight,40.36
Potato,26.7923720792649,63.93471579642629,239.7179682976025,17.14071522364337,Late Blight,43.19
Rice,24.238254012779585,63.95041451738983,101.24214684404711,59.939646790782724,Stem Borer,22.2
Potato,28.678127273052972,54.12860790176386,38.63020749762974,31.978147088644935,Late Blight,40.42
Soybean,23.881886125467858,65.8228565437208,21.741755063983266,25.160989192212526,Aphids,58.66
Soybean,34.17061072508723,66.74391450684925,142.7134840696904,55.479769555547215,Aphids,20.25
Grapes,32.160253555063875,97.41847763944594,22.831433583389266,18.072384301646053,Downy Mildew,58.43
Potato,28.063102154605197,50.709831723586184,64.40799969088229,32.49718371344298,Late Blight,47.72
Soybean,30.997405672051993,99.7710756462728,71.87779984593975,36.91100509342376,Aphids,41.33
Rice,26.084678891708563,58.45809469212101,244.36414079596065,52.6658593333293,Stem Borer,39.93
Rice,29.048681340260448,61.36305267798311,135.9467675979367,44.74850665607379,Stem Borer,40.61
Rice,34.854277558774115,80.5670828123863,92.74342814804226,48.607601380791905,Stem Borer,26.82
Grapes,25.767737205594,67.3479475188793,107.95177377694432,49.08899129643631,Downy Mildew,39.37
Grapes,31.91021675398944,78.82444515699329,85.51735866438884,50.49893718417362,Downy Mildew,29.53
Grapes,23.365744696996934,75.2251462027418,65.21231149052223,10.454351747560816,Downy Mildew,45.93
Potato,27.66640732208597,72.27589072465805,241.74212865457883,38.559959198145684,Late Blight,54.54
Cotton,22.091753543077402,78.46032315647139,216.9949066827257,39.1552878639949,Pink Bollworm,48.72
Soybean,25.58065351718311,54.62247585185333,114.47507378176786,29.723969541942875,Aphids,54.68
Cotton,23.659929535287084,98.3367113767554,239.53452995112403,22.381582153571934,Pink Bollworm,33.92
Cotton,33.433336113108275,98.33111104480537,110.859775709011,26.049852282044892,Pink Bollworm,41.04
Rice,30.316538095486024,63.673725768748994,184.1182936547682,12.58286785573205,Stem Borer,21.97
Grapes,25.794315577183177,67.67365960303603,78.90830384178807,34.5509881334455,Downy Mildew,32.83
Cotton,22.88386877702138,65.47347745443005,243.72606820255874,30.55567084974243,Pink Bollworm,37.79
Rice,28.6481748492671,99.16703842071132,60.40031910894076,44.06410552662169,Stem Borer,48.64
Grapes,29.109866251895987,54.4289169818322,169.21806895689411,13.204735551808774,Downy Mildew,43.85
Potato,31.093717658326142,60.54849453099752,210.40550188569352,11.517690276650214,Late Blight,53.75
Grapes,26.904935759641475,60.87939699658222,33.444536248492,57.66535837911863,Downy Mildew,22.91
Grapes,22.986401299038885,67.3911173716523,155.05871224028013,37.24005426380492,Downy Mildew,25.03
Grapes,24.34591975607322,61.9375885543012,53.38571362258534,30.55721682399935,Downy Mildew,48.16
Cotton,23.26179398325854,68.33394398514906,97.72935671029056,58.82282647177051,Pink Bollworm,58.19
Grapes,32.00206374128114,62.08294604095926,17.00932852291742,25.84520688603124,Downy Mildew,30.67
Soybean,27.588887002195907,88.88639550338965,214.5807347197145,52.243204270525425,Aphids,34.39
Rice,30.308515151910242,65.641709876211,15.226385808795678,45.07826328014711,Stem Borer,20.39
Grapes,26.137738811877327,66.46896346510378,173.34438462971312,48.312273638018944,Downy Mildew,32.16
Rice,32.1744052166728,64.69583802524669,111.5815899966403,46.3509263507067,Stem Borer,47.72
Cotton,34.810527084683,61.258051210796594,165.5794783848956,40.48409541378887,Pink Bollworm,56.6
Potato,22.345432124673124,87.58990817934665,142.0671540671921,23.733293489395273,Late Blight,38.98
Soybean,25.006648956046966,78.96567013942304,222.25015270366646,38.465249220610104,Aphids,45.27
Grapes,27.781217706720643,52.55827532227379,58.21463921902356,34.600086471604136,Downy Mildew,32.41
Rice,22.726453966417914,75.20664209592192,80.70244836196258,22.905382158670736,Stem Borer,38.56
Soybean,21.999263871232596,96.38728665377036,216.92552447980975,45.38102928702676,Aphids,24.25
Cotton,31.638158817045394,90.39786640545094,191.9411544285844,15.698294355962059,Pink Bollworm,45.76
Potato,32.51487193624098,78.86767006098339,161.60184380702225,32.91817397131531,Late Blight,41.15
Soybean,20.51565287527588,81.94815109866423,20.3618032227898,31.75072971701117,Aphids,31.71
Rice,28.181419253175697,56.67081677616035,172.91085049332955,49.75057684642352,Stem Borer,26.53
Potato,21.564696310278233,57.275774139367954,219.28189047462544,36.40946308781781,Late Blight,38.69
Cotton,21.600677286535316,82.4778003378481,216.99989797377248,51.40929346617265,Pink Bollworm,45.04
Soybean,21.129180749775106,55.619851358800645,12.32724677745617,22.873960824623467,Aphids,25.43
Grapes,23.90072060378651,69.25290278594808,235.74569601778393,40.518802989084605,Downy Mildew,53.4
Cotton,30.655272510684984,55.62515652633159,183.9801015934872,23.75494407795622,Pink Bollworm,45.56
Cotton,25.114429604644826,99.88361316323295,65.88786987419445,23.956523538713483,Pink Bollworm,57.23
Cotton,20.36966606954484,84.83444939365984,181.33159768396953,51.81892887051997,Pink Bollworm,58.98
Grapes,34.634028787349784,53.263837878323194,205.45983068822562,42.31549668286907,Downy Mildew,45.89
Rice,21.92524889922042,82.50935832228267,245.62064515031196,55.59092847697235,Stem Borer,37.57
Rice,20.599219599291416,68.11467450001024,206.5975779001388,45.0749550732583,Stem Borer,38.37
Grapes,20.826523027382468,71.34473639116513,117.25623492947088,56.427776644706796,Downy Mildew,45.64
Soybean,24.674793749819735,76.26591322253607,16.51382695554002,58.62841178248684,Aphids,79.0
Potato,27.168010323697036,67.76419871184613,170.62793252905004,43.11160791647965,Late Blight,48.61
Soybean,24.02214844417881,65.7834240582033,31.312807774051986,42.77549859230563,Aphids,70.99
Potato,28.965235032851886,93.4847942425817,222.7080370724084,32.45188801849808,Late Blight,38.37
Rice,21.154537745120262,83.5382512721518,205.31485509321138,22.232752730235653,Stem Borer,36.85
Potato,32.58259005147906,93.8560233831144,60.79499506605649,37.52853172706821,Late Blight,27.7
Grapes,21.528181462093347,95.55602506959788,205.12687605802728,48.00174509015869,Downy Mildew,21.95
Cotton,32.65593189065386,71.90220379526919,85.59878082396492,37.32381805126882,Pink Bollworm,23.65
Soybean,31.34969824028598,79.1217538444148,46.64752421829188,19.41160998845228,Aphids,27.37
Rice,20.85503581327901,79.38992246858425,210.08704439712702,10.87491069936943,Stem Borer,21.96
Cotton,28.591554150304187,90.97478426930262,81.68472264215839,27.48071994038611,Pink Bollworm,43.85
Cotton,24.113193336862203,51.33041830388421,183.807129525399,41.28249564707265,Pink Bollworm,43.23
Cotton,31.125261934877347,83.76154187810187,51.470497044580284,27.624052347167556,Pink Bollworm,25.04
Cotton,21.947855201268215,83.80978731782696,214.65002674562456,58.136629193056955,Pink Bollworm,45.13
Grapes,22.761519850414356,55.28251727244653,203.21274288418945,38.93782381799996,Downy Mildew,44.73
Soybean,31.72193133132064,85.16386138662259,208.61456321402417,12.810695272993923,Aphids,49.9
Rice,32.76279135983143,64.30675212291571,160.11181849831323,25.708103191848604,Stem Borer,58.32
Potato,20.501353586532556,78.98964219164776,41.62588676237877,45.61101025885793,Late Blight,27.04
Soybean,23.53074892847536,74.7185405522879,228.70873749921952,20.58571860739854,Aphids,25.77
Rice,31.38465247781046,75.03097661669655,227.94627809544286,17.330727857992116,Stem Borer,45.84
Potato,23.493187192277226,57.83802143258197,170.85735378931764,39.684230995436664,Late Blight,50.19
Soybean,24.641938646692736,72.39858281910949,101.36791908260462,59.20447319832571,Aphids,31.69
Potato,24.422258575201504,67.72741044143037,141.14852032258037,22.616137213187262,Late Blight,56.61
Potato,23.985283472993952,94.79078657800974,25.868765911646165,42.82813511998262,Late Blight,56.28
Rice,22.531241575973443,98.41634800496274,113.22084010387792,57.285755422051224,Stem Borer,47.07
Grapes,24.523803048103275,59.41512624585532,75.93376155627485,14.65087046313375,Downy Mildew,25.75
Potato,21.569906605197218,71.14717718707789,198.8945940643966,17.06917771081701,Late Blight,25.21
Rice,29.65143424275996,59.859149098403314,24.4025095272479,18.342428910278883,Stem Borer,56.95
Rice,32.32206879164286,67.7032281177547,163.9551918318482,36.863783683401905,Stem Borer,47.08
Grapes,30.24006728694139,81.43670075299966,66.52534213432715,11.950321038140906,Downy Mildew,38.22
Cotton,33.364608270360556,78.47486292592879,208.097760425477,59.581217148061405,Pink Bollworm,26.54
Cotton,30.376664587129735,83.71467868500123,244.9888618395696,59.280036697640014,Pink Bollworm,47.47
Soybean,23.654221879732916,89.92779190652996,26.757283552759525,49.03496520858143,Aphids,56.41
Soybean,25.742500921526528,81.53176474915402,107.53568302420658,31.888252749406423,Aphids,32.41
Cotton,31.431944306754872,96.80882820832525,235.18771480861528,18.73906424374669,Pink Bollworm,54.99
Rice,31.06147162140683,62.64187003451446,16.821153230378638,23.3998633442189,Stem Borer,56.49
Grapes,29.497680123436584,86.05273304489359,64.28808777727396,45.969407778741015,Downy Mildew,21.12
Rice,25.629820186595207,81.33766742711656,36.524141385330054,51.15017872234674,Stem Borer,29.4
Soybean,29.784216692276694,70.25985712876648,149.0108988694118,15.372527631445406,Aphids,20.68
Soybean,33.64346641070452,63.48150043835914,204.91925069511475,59.96751502361001,Aphids,28.46
Soybean,23.977561117750334,83.14298938173329,241.36215865015532,55.790717409537194,Aphids,40.12
Grapes,31.92665423790087,56.787292654995056,244.35954605100306,58.21766170179932,Downy Mildew,26.55
Grapes,24.4913468720466,55.00774987533835,67.92939972454492,50.79778947076033,Downy Mildew,35.13
Grapes,21.325954507201377,67.11127623894522,245.34583356032002,41.484179762960146,Downy Mildew,36.65
Cotton,22.49807770245905,99.30883986418473,205.2122523157822,24.073865122545968,Pink Bollworm,22.8
Potato,20.84938336066337,56.01890747527669,145.19214590360542,56.43817106027462,Late Blight,39.87
Potato,32.64418223684296,72.2943309929904,177.14588644195632,46.59363686432504,Late Blight,26.96
Grapes,25.41824088463718,81.8651078269012,17.674152046091546,28.07700938814783,Downy Mildew,41.39
Cotton,34.94336739566958,73.72667813112204,204.0141892785809,31.603364253330888,Pink Bollworm,51.86
Potato,28.931222024301626,94.32977207511992,102.73563808752748,40.21522099107394,Late Blight,45.2
Cotton,26.2607441270071,57.21560218437408,23.389851728083887,10.833577529981655,Pink Bollworm,54.94
Soybean,23.547123683580416,60.575337464088406,184.00885010651638,26.000805654369586,Aphids,40.24
Potato,22.437665979461844,97.98728607309846,212.89535000430934,53.18948114825017,Late Blight,36.27
Rice,31.43541820560759,57.193807769489005,2.1547506479450695,10.998646628901406,Stem Borer,43.46
Rice,26.830923578719112,75.90076744542598,1.8657851043048512,31.134330982871287,Stem Borer,48.72
Potato,26.64040552951154,86.61096031561112,58.254741099208694,50.65710022408627,Late Blight,43.54
Rice,23.161446491448594,61.83602379269165,157.00761614238425,51.496979660622166,Stem Borer,36.63
Grapes,23.874506436913883,93.35058034553002,167.31707293770873,32.40427436415382,Downy Mildew,39.52
Rice,23.063847019045944,81.34013150324219,89.68562763572216,59.782258833717464,Stem Borer,39.21
Rice,27.288284092844197,78.29258937053359,229.1890007796867,50.040904992987514,Stem Borer,38.05
Potato,30.780488989591937,79.31177493903809,123.09176217531223,19.615788639217527,Late Blight,38.56
Cotton,23.68727880533862,95.74210749258273,83.85170337408674,57.613200726668616,Pink Bollworm,41.32
Soybean,29.473165680142404,77.14702222446638,32.345154241675225,28.79106095039705,Aphids,72.48
Soybean,29.344310662750726,72.34370976002194,194.49624289273422,21.023524049968493,Aphids,26.58
Cotton,26.09498346445652,96.32926916091905,177.60545375310295,30.946181239645934,Pink Bollworm,40.69
Soybean,21.263195167656477,99.22879481880565,166.60182617372973,24.270203423171125,Aphids,43.43
Potato,21.64223549103491,98.29183344037918,43.696246970841486,42.40151590276071,Late Blight,29.82
Cotton,30.763420739728037,88.84106836201406,168.35493222785817,40.72497301275963,Pink Bollworm,55.7
Rice,21.17940066484637,66.54573828900976,62.07186990771149,59.40069810327108,Stem Borer,35.58
Potato,30.98919048860598,84.23625819405024,53.02030936934443,21.949884010577566,Late Blight,31.25
Potato,26.166909173890687,61.71625328252634,4.912870686711951,53.96965284035977,Late Blight,58.62
Grapes,25.12355580547352,66.92534397127365,1.7729531935927467,44.012534416518704,Downy Mildew,53.02
Potato,22.199124505400047,57.98331746835754,197.52081249285945,40.81453741770723,Late Blight,21.79
Soybean,29.338204856934226,65.4458861421883,92.18128886771149,48.48657091484401,Aphids,52.44
Potato,26.00534940259746,97.35764680031774,101.61567948801806,48.591801761505494,Late Blight,39.36
Grapes,33.46298489783126,95.38806218250893,21.854201967770965,56.824666565511286,Downy Mildew,53.02
Cotton,31.869660714690003,60.04556698427612,201.27980218866622,52.50663673425184,Pink Bollworm,31.57
Grapes,34.283901175434856,52.49300731995821,37.47731331178492,36.87905690257571,Downy Mildew,43.03
Cotton,29.677251249513553,50.848456465773324,240.09169365553257,12.2294046367072,Pink Bollworm,25.72
Cotton,20.210217762890856,78.34292166470473,233.06672098024305,43.29735830402321,Pink Bollworm,52.91
Rice,20.199218051878702,77.1007649239863,114.89074437638047,34.94839721103965,Stem Borer,22.89
Rice,30.26653041603961,75.16102074293173,191.287212465316,34.264531703085765,Stem Borer,73.73
Soybean,29.72385431116733,58.619318105258316,218.09864083870372,40.65581195346208,Aphids,26.29
Rice,34.435070862218105,75.91827316676603,18.22461296791375,41.341645220753364,Stem Borer,30.13
Potato,32.055401778159535,90.89110367830953,244.73683896366546,35.09347655122519,Late Blight,38.2
Soybean,31.30213408169721,56.623532817096326,136.72887844828105,37.31238000654255,Aphids,23.58
Soybean,26.269761282603703,92.6642399283601,214.03840549866507,14.961883245984051,Aphids,23.63
Cotton,23.94043215502903,93.73830312769968,32.22564626837474,45.99984013137231,Pink Bollworm,24.05
Potato,29.34706780621738,67.80336495595724,197.22849074146674,21.68452244126818,Late Blight,45.57
Soybean,23.535238018638275,85.68301415560768,218.4195086401872,16.340089956338,Aphids,54.66
Soybean,28.90362881621447,56.3555245433512,106.88546383992801,18.043014674254895,Aphids,48.01
Potato,31.383022016269244,55.289826013639946,126.53496317366108,50.73125280129586,Late Blight,57.45
Soybean,27.70276800112655,97.51396118057036,133.92224261400744,29.709524729995398,Aphids,53.93
Rice,27.394740656871335,73.59512552822615,122.57812235245707,52.339250093487266,Stem Borer,90.8
Cotton,26.052799886603168,66.66499299352625,122.98200600978232,38.63862548685545,Pink Bollworm,29.53
Rice,31.909326270733857,74.32413828662115,83.5113871049899,15.34104964819953,Stem Borer,75.97
Cotton,34.239217576339755,65.25498434097634,42.214822341758826,33.03363958274966,Pink Bollworm,32.28
Potato,20.527388754067914,66.15726086397086,136.02715598486714,37.585618600998345,Late Blight,34.26
Cotton,26.70954134378901,98.27589591173832,94.33711930757791,22.911340662999148,Pink Bollworm,29.74
Potato,26.866469190562015,87.97600743584721,51.4970460471183,45.464806357038405,Late Blight,20.85
Soybean,26.28399466975919,88.79325326013935,84.68323894360785,38.18685507226998,Aphids,28.2
Rice,31.129930866892586,52.61395516343798,213.1356612188751,19.909819321083408,Stem Borer,54.98
Rice,25.28793861950776,86.13417872372433,79.80632444654712,55.29558356173238,Stem Borer,25.07
Soybean,22.67779683908898,74.65150625794011,20.484609759536532,19.799009235088096,Aphids,57.75
Soybean,34.647344917218305,68.81296646652109,230.8215052534839,37.24123378367159,Aphids,30.79
Grapes,30.53598081620898,82.94509032874285,247.28132977718334,23.252364370464164,Downy Mildew,46.88
Rice,20.780356325441705,55.68230193483597,0.9795937377733155,59.97303405298366,Stem Borer,52.09
Soybean,31.80084522100311,75.48630376440899,75.01677072635998,17.563214223133798,Aphids,31.39
Cotton,25.639568328937088,87.8155048490147,134.9154472257881,13.874181327774135,Pink Bollworm,20.72
Grapes,21.534982693010946,70.52493568486896,233.29822926225458,41.87012406046108,Downy Mildew,52.07
Soybean,26.99561891756823,68.08330415975215,27.10009317915568,53.79665110931025,Aphids,89.58
Rice,22.521771463965877,75.61302819381302,121.84370198031122,41.25457763432643,Stem Borer,57.85
Soybean,28.696571626437194,77.01086333893093,12.580733233665987,13.145373800901197,Aphids,27.49
Rice,20.487061575376224,87.16764477850062,180.8325759984908,16.802811721582145,Stem Borer,53.44
Potato,22.32179052269168,65.05877934986793,62.24422479034125,28.61535492865239,Late Blight,30.19
Potato,27.33426389657678,70.37039406773427,246.64237269483164,12.796317506411283,Late Blight,25.69
Soybean,20.792388408629037,81.29205974911879,13.627319353429895,51.821986868806164,Aphids,40.48
Cotton,27.905114368723005,78.0797253856097,42.70342657655269,19.88451515572438,Pink Bollworm,32.75
Soybean,28.902446237327773,60.505888797010726,29.082931783315306,58.50584432092161,Aphids,20.88
Rice,32.04046108004032,89.40175747875111,74.303528461274,16.78133080036567,Stem Borer,25.83
Soybean,30.461474258557885,82.14032955430869,195.68641856284668,56.874058619955235,Aphids,47.68
Grapes,22.33777304827165,62.17213083827053,210.54843271827863,20.46530379171043,Downy Mildew,22.9
Cotton,30.549200810633756,70.1263177745071,230.0100131364759,42.51275355468308,Pink Bollworm,23.62
Rice,34.21784850880491,62.927863182012295,84.30312260157145,30.1130206841771,Stem Borer,22.05
Cotton,27.447731333459075,56.16592455376461,100.24258167208794,27.535489399604216,Pink Bollworm,50.91
Cotton,32.04755767449097,57.6706441194544,91.63779684480656,28.667658051591584,Pink Bollworm,26.06
Soybean,31.976802575767856,85.36141641677116,47.59544657425868,28.33609542968995,Aphids,24.23
Grapes,29.42309895639566,56.06859622743099,246.48354215622945,49.03410373439311,Downy Mildew,35.61
Grapes,28.678458984190314,95.56709081082045,138.52482009895652,18.72492431989776,Downy Mildew,35.15
Rice,32.64717297544618,82.2106507994809,162.6810960834501,53.34107428442446,Stem Borer,92.35
Rice,33.79688857669154,54.74245966265781,136.03150049077522,47.02547606091593,Stem Borer,50.28
Potato,29.10074302955006,58.339366759183704,199.3551384854161,46.00556667574729,Late Blight,23.45
Soybean,26.957147370115642,58.69886997609018,84.36926142824296,10.904054610284271,Aphids,36.01
Potato,28.24815381734316,80.97912964135435,165.8725862821775,51.814565655123,Late Blight,28.62
Rice,21.807227336577018,92.57685859489628,39.15320372316247,58.738004066809765,Stem Borer,53.7
Rice,27.513149088343987,99.07107124610127,24.344182277001053,25.15328805875508,Stem Borer,45.53
Rice,25.25010302709768,96.41862759903958,16.40652204445439,37.47059160304823,Stem Borer,43.63
Cotton,29.79092185665836,62.78331116659072,91.14160687996612,52.184026483248886,Pink Bollworm,27.8
Potato,32.403017707600426,78.13277114513713,190.54687779852054,45.680368313173574,Late Blight,28.3
Cotton,28.532191046508093,93.38615764025462,108.02905920048234,58.329538511165836,Pink Bollworm,38.09
Cotton,22.141784550018272,69.47173400388365,237.92560159763428,25.98604246699271,Pink Bollworm,54.72
Grapes,33.21876022522835,67.50932621659805,20.81441451265803,46.22789545794091,Downy Mildew,32.46
Rice,31.743854213863585,72.13274241302166,121.31668558565539,48.89547033742684,Stem Borer,79.56
Soybean,26.64691017984372,68.80952343848111,91.83512881931999,36.29732884507297,Aphids,52.35
Grapes,25.42652467883849,76.21273602688683,167.68183136065022,23.47197231518275,Downy Mildew,31.1
Cotton,34.00119690535182,86.17672866655442,144.2966690558272,42.3860027210306,Pink Bollworm,21.17
Soybean,29.27154448342545,75.4754436612101,136.43741994485893,27.971191341540855,Aphids,23.26
Cotton,22.900088504180783,97.53723566063358,102.17489056773348,33.334157791543205,Pink Bollworm,22.11
Potato,20.563493443159707,85.85907235233788,134.5236660302778,35.435299210813334,Late Blight,29.72
Rice,31.171260974448835,58.411828955424596,47.48368591525501,33.035608567413774,Stem Borer,31.45
Soybean,23.711944718497197,82.26188222766658,162.74293630463612,51.22585348999646,Aphids,36.71
Rice,21.096276365392253,63.683319246072884,245.00136579920422,39.812928761635106,Stem Borer,48.39
Soybean,20.110367444381218,75.91028660912605,9.38216438295078,38.461510604572396,Aphids,56.83
Grapes,34.526286957506116,77.02763376944621,114.551201313054,57.2508547124247,Downy Mildew,46.94
Rice,20.97348919307614,73.28627888337488,60.06125461607598,33.49021607243408,Stem Borer,38.22
Grapes,28.73217204222113,67.83852451746256,41.067612363982015,35.185971729497815,Downy Mildew,53.21
Cotton,29.960183421014037,66.91839329626079,233.8807556897143,55.61037856245911,Pink Bollworm,28.37
Potato,20.591263776805445,87.06543541753811,206.9025653372883,58.39322829756777,Late Blight,55.59
Grapes,29.00802152309622,76.50261696061904,6.960262815646573,22.33282234223889,Downy Mildew,38.38
Rice,29.427558501253518,77.86259166592053,185.65899742042262,23.98834654435204,Stem Borer,84.12
Rice,21.322133650861883,70.68327617916034,187.54020823865025,44.6700426714522,Stem Borer,59.63
Potato,24.16836688981634,74.90946495869896,82.38260344349918,32.03015570295874,Late Blight,54.28
Potato,30.2631361278273,94.12205956737908,50.87777708297161,53.6680558920719,Late Blight,22.39
Potato,33.32898920655729,66.45368897303639,78.64690835351662,35.604428834933195,Late Blight,57.63
Rice,20.71672047022108,67.61154875353726,214.14299717083392,29.80272387177334,Stem Borer,27.97
Rice,26.371912719971178,69.27762507458347,228.85405036667586,48.096718787154856,Stem Borer,40.2
Potato,34.82555850082357,73.26387656379617,14.559457705068807,23.113716090749243,Late Blight,37.44
Soybean,22.353539362191803,97.37825631620214,191.7122244544433,23.41436002138863,Aphids,43.63
Soybean,30.82173735664358,97.0639464453399,220.40883729385266,35.759611306910685,Aphids,50.99
Cotton,28.432171307413775,77.635194502277,28.685489584547973,16.306882900807604,Pink Bollworm,83.24
Grapes,24.0329231746851,51.05184512302343,180.70980097505307,11.624329834508249,Downy Mildew,43.81
Rice,28.087906911909716,98.44073452889023,121.05328483691041,13.180071818889868,Stem Borer,42.07
Cotton,32.61644255924152,99.842464214072,107.58579342226813,26.014937124837125,Pink Bollworm,56.27
Cotton,22.86863193614182,80.77144575164633,101.42860604523693,12.054118247777765,Pink Bollworm,33.89
Cotton,23.978427837540117,84.30455769717435,237.19762442297954,23.40235936893189,Pink Bollworm,52.46
Potato,20.830397254076143,76.90605050199066,17.637515927473647,56.70164955653197,Late Blight,50.65
Cotton,29.869248668068884,91.19481908123322,161.8799488925408,58.447219858714554,Pink Bollworm,48.56
Cotton,33.8698791437337,75.8565946005319,29.266103245465665,36.40888607115086,Pink Bollworm,25.07
Soybean,28.887402187646074,74.12465302638314,155.64384945819543,10.502349052741579,Aphids,27.79
Rice,27.369956478681964,97.52517807945674,95.9022600887896,31.218601302681734,Stem Borer,48.59
Soybean,29.056891359291768,64.94630750491666,102.70409889185694,20.884989942861623,Aphids,58.64
Potato,21.959515723360397,68.59183922832096,6.459743055002798,21.088974596677318,Late Blight,51.22
Cotton,23.01762848433319,54.00317012644828,118.61329496113082,10.498461736725925,Pink Bollworm,23.39
Potato,32.11438804344463,88.57366724298032,228.784705101224,52.725771795537476,Late Blight,47.33
Cotton,20.78499285950994,89.14243089933288,211.3777027101401,49.954107288597726,Pink Bollworm,40.34
Rice,23.493527579742224,92.26649878443634,181.79070243503463,59.03805871944258,Stem Borer,26.23
Grapes,23.384968745780824,60.589907494075135,198.1349419053342,19.345364822505907,Downy Mildew,22.67
Potato,34.97841209878443,51.24086057225746,208.8110150397164,28.26834207753264,Late Blight,53.66
Soybean,28.319307368167173,95.08156147431801,231.54824660365668,10.4549090640388,Aphids,23.02
Potato,23.755380943562834,83.46577081817509,222.0680491278765,32.99709756469814,Late Blight,44.28
